File	Name	Slot	Script
agband03	Bandit	Slot 592	agrandrb
agband04	Bandit	Slot 592	agrandrb
agband05	Bandit	Slot 592	agrandrb
agbandle	Bandit Leader	Slot 592	agrandrb
agbmage1	Mage	Slot 592	agrandbr
agbmage2	Mage	Slot 592	agrandbr
agbmage3	Mage	Slot 592	agrandbr
agboss	Corpae	Slot 592	agrandsh
agcamb02	Cambion	Slot 584	agrandnc
agdeano	Deano	Slot 592	agrandbr
aggob05	Goblin Chief	Slot 592	agrandbr
aggob06	Goblin Shaman	Slot 592	agrandrb
aggob07	Goblin Shaman	Slot 592	agrandrb
aghermit	Hermit	Slot 592	agrandrb
aglorf01	Mage	Slot 592	agrandbr
aglorf02	Mage	Slot 592	agrandbr
aglorf03	Mage	Slot 592	agrandrb
aglorf04	Mage	Slot 592	agrandrb
aglorf05	Mage	Slot 592	agrandbr
aglorf06	Mage	Slot 592	agrandbr
agloron	Loron	Slot 592	agrandrb
agloron2	Loron	Slot 592	agrandbr
agmag01	Mage	Slot 592	agrandrb
agmag02	Mage	Slot 592	agrandrb
agmag03	Mage	Slot 592	agrandrb
agmag04	Mage	Slot 592	agrandbr
agoakdw3	Oak Fist Cleric	Slot 592	agrandbr
ahighma1	High Mage	Slot 600	agrandbr
ahighma2	High Mage	Slot 600	agrandrb
ahighma3	Regean	Slot 600	agrandbr
aino	Aino Hashimoto	Slot 592	agrandbr
ainoa	Aino Hashimoto	Slot 592	agrandrb
airaspec	Air Aspect	Slot 592	agrandrb
akae	Akae	Slot 608	agrandrb
alagar	Alagar	Slot 592	agrandrb
alar	Alar	Slot 592	agrandrp
albion	Albion	Slot 592	agrandea
aldwin	Aldwin	Slot 592	agrandnc
alenna	Alenna	Slot 592	agrandbr
alessari	Alessarid	Slot 592	agrandsh
alex	Sir Beverus	Slot 592	agrandrb
alexm	Alex Macintosh	Slot 600	agrandrb
alhel	Alhelor	Slot 600	agrandbr
althur	Al'thur	Slot 592	agrandbr
alufie01	Alu-Fiend	Slot 592	agrandrb
alust01	Alustriel	Slot 592	agrandbr
alust02	Alustriel	Slot 592	agrandrb
alust03	Alustriel	Slot 592	agrandrb
alynar	Sir Alynar	Slot 608	agrandrb
amaevil	Amaralis	Slot 608	agrandrb
amarch01	Captain Erelon	Slot 592	agrandrb
amarch02	Mercenary	Slot 592	agrandbr
ambmaevr	Mae'Var	Slot 592	agrandrb
ambsthf0	Shadow Thief	Slot 592	agrandrb
ambthif2	Shadow Thief	Slot 592	agrandrb
ambush01	Gatekeeper	Slot 584	agrandrb
amcapt01	Mercenary Captain	Slot 584	agrandrb
amcst02	Mercenary	Slot 600	agrandbr
amcst03	Mercenary	Slot 600	agrandsw
amcst04	Mage	Slot 600	agrandbr
amelia	Amelia	Slot 592	agrandbr
amfaheed	Faheed	Slot 600	agrandbr
amlich01	Vongoethe	Slot 592	agrandbr
ammag01	Mage	Slot 592	agrandea
ammajira	Majira	Slot 592	agrandrb
ammerc01	Mercenary	Slot 584	agrandlx
ammerc02	Mercenary	Slot 592	agrandbr
ammerc03	Mercenary	Slot 600	agrandbr
ammerc04	Mercenary	Slot 600	agrandrb
ammerc07	Mercenary	Slot 584	agrandrb
ammerc08	Mercenary	Slot 584	agrandrb
ammerc09	Mercenary	Slot 584	agrandcl
ammgrd01	Monk	Slot 600	agrandrb
ammgrd02	Monk	Slot 608	agrandbr
ammgrd03	Monk	Slot 592	agrandbr
ammgrd04	Guard Captain	Slot 600	agrandbr
ammgrd05	Monk	Slot 600	agrandrb
amminot	Minotaur	Slot 584	agrandbr
ammlegs	Monk	Slot 584	agrandea
ammonk01	Monk	Slot 592	agrandbr
ammonk02	Monk	Slot 592	agrandrb
ammonk03	Monk	Slot 584	agrandbr
ammonk04	Monk	Slot 584	agrandbr
ammonk05	Monk	Slot 584	agrandbr
ammonk06	Monk	Slot 584	agrandsh
ammonk07	Monk	Slot 592	agrandlx
ammonk08	Monk	Slot 592	agrandrp
amncen1	Amnish Centurion	Slot 608	agrandbr
amnleg01	Amnish Legionary	Slot 592	agrandrb
amnleg1	Amnish Legionary	Slot 600	agrandcl
amsaemon	Saemon Havarian	Slot 592	agrandrg
amsi	Am-Si	Slot 592	agrandbr
amsmug01	Smuggler	Slot 608	agrandbr
amtarc01	Tethyrian Archer	Slot 592	agrandrb
amtcap01	Tethyrian Captain	Slot 592	agrandrb
amtcle01	Cleric Of Lathander	Slot 592	agrandbr
amtcler0	Cleric Of Lathander	Slot 592	agrandrb
amtgen01	Jamis Tombelthen	Slot 592	agrandnc
amtmag01	Tethyrian Battlemage	Slot 592	agrandbr
amtpik01	Tethyrian Pikeman	Slot 592	agrandrb
amumber	Umber Hulk	Slot 584	agrandsh
amwyvern	Lucy	Slot 608	agrandrb
anast	Valen	Slot 600	agrandbr
ankheg	Ankheg	Slot 592	agrandbr
ankheg01	Ankheg	Slot 592	agrandnc
ankhegg	Ankheg	Slot 584	agrandrb
ankhegq	Ankheg	Slot 592	agrandbr
anna	Anna	Slot 592	agrandbr
anno1	Announcer	Slot 584	agrandrb
anothug	Guard	Slot 592	agrandbr
antenos	Antenos	Slot 592	agrandrb
antti	Antti Halme	Slot 592	agrandrb
appar	Skeleton	Slot 592	agrandbr
apsel	Apsel	Slot 592	agrandbr
ar18arch	Archer	Slot 600	agrandrb
ar18dwaf	Duergar	Slot 600	agrandrb
ar18fam	Mist Mephit	Slot 592	agrandsh
ar18fig	Mercenary	Slot 600	agrandrb
ar18mage	Heinonny	Slot 592	agrandrb
ar18prie	Priest of Cyric	Slot 600	agrandrb
ar18skel	Skeleton Warrior	Slot 600	agrandbr
ar18thif	Thief	Slot 592	agrandbr
aran	Aran Linvail	Slot 608	agrandrb
aran02	Aran Linvail	Slot 600	agrandsw
archlich	Lich	Slot 584	agrandbr
arenaf1	Human Fighter	Slot 592	agrandrb
arenaf2	Human Fighter	Slot 592	agrandbr
arenaf3	Dwarven Fighter	Slot 592	agrandea
arenaf4	Fighter	Slot 592	agrandbr
arenaf5	Fighter	Slot 592	agrandrb
arenago1	Goblin	Slot 592	agrandrb
arenago2	Goblin	Slot 592	agrandrb
arenago3	Goblin	Slot 592	agrandbr
arenago4	Goblin	Slot 592	agrandrb
arenago5	Goblin	Slot 592	agrandrb
arenago6	Goblin	Slot 592	agrandrb
arenago7	Goblin	Slot 592	agrandbr
arenago8	Goblin	Slot 592	agrandrb
arenago9	Goblin	Slot 592	agrandrb
arenaho1	Hobgoblin Warrior	Slot 592	agrandbr
arenaho2	Hobgoblin Warrior	Slot 592	agrandbr
arenaho3	Hobgoblin Warrior	Slot 592	agrandbr
arenaho4	Hobgoblin Warrior	Slot 592	agrandbr
arenaho5	Hobgoblin Captain	Slot 592	agrandbr
arenaho6	Hobgoblin Wizard	Slot 592	agrandrb
arenaho7	Hobgoblin Wizard	Slot 592	agrandbr
arenaho8	Hobgoblin Wizard	Slot 592	agrandbr
arenaho9	Hobgoblin Shaman	Slot 592	agrandbr
arenal1	Amish Legionary	Slot 592	agrandrb
arenama1	Olath	Slot 592	agrandbr
arenama2	Veldrin	Slot 592	agrandrb
arenama3	Mynor	Slot 592	agrandrb
arenama4	Yvonne	Slot 592	agrandrb
arenama5	Cedar	Slot 592	agrandbr
arenaor1	Orc	Slot 592	agrandrb
arenaor2	Orc	Slot 592	agrandrb
arenaor3	Orc	Slot 592	agrandsh
arenaor4	Orc	Slot 592	agrandrb
arenar1	Ruffian	Slot 592	agrandrp
arenar2	Ruffian	Slot 592	agrandrb
arengo10	Goblin	Slot 592	agrandnc
arengo11	Goblin	Slot 592	agrandrb
arengo12	Goblin	Slot 592	agrandbr
arengo13	Goblin	Slot 592	agrandsr
arengo14	Goblin	Slot 592	agrandbr
arengo15	Goblin	Slot 592	agrandrb
arenho10	Hobgoblin Shaman	Slot 592	agrandbr
arenho11	Hobgoblin Captain	Slot 592	agrandrb
arenho12	Hobgoblin Wizard	Slot 592	agrandrb
arenho13	Hobgoblin Wizard	Slot 592	agrandbr
arenthis	Arenthis	Slot 600	agrandbr
arfi11	Fighter	Slot 592	agrandsw
arfi12	Fighter	Slot 592	agrandbr
arfi13	Fighter	Slot 592	agrandrb
arfi14	Fighter	Slot 592	agrandrb
arfi15	Fighter	Slot 592	agrandrg
arfi21	Fighter	Slot 592	agrandrb
arfi22	Fighter	Slot 592	agrandbr
arfi23	Fighter	Slot 592	agrandbr
arfi24	Fighter	Slot 592	agrandbr
arfi25	Fighter	Slot 592	agrandbr
arfi31	Fighter	Slot 592	agrandbr
arfi32	Fighter	Slot 592	agrandbr
arfi33	Fighter	Slot 592	agrandbr
arfi34	Fighter	Slot 592	agrandrb
arfi35	Fighter	Slot 592	agrandbr
arfi41	Fighter	Slot 592	agrandrb
arfi42	Fighter	Slot 592	agrandrb
arfi43	Fighter	Slot 592	agrandrb
arfi44	Fighter	Slot 592	agrandrg
arfi45	Fighter	Slot 592	agrandbr
arfi51	Malwyn	Slot 592	agrandbr
arfi52	Eleanish	Slot 592	agrandbr
arfi53	Bel'alzamoth	Slot 592	agrandrb
arfi54	Garenor	Slot 592	agrandbr
arfi55	Xerevan	Slot 592	agrandbr
arianna	Arianna	Slot 592	agrandbr
arianna1	Arianna	Slot 592	agrandrb
arinvs	Mystical Door	Slot 592	agrandrb
arkani	Arkanis Gath	Slot 592	agrandrb
arkanisg	Arkanis Gath	Slot 592	agrandrb
arlaxfi1	Fighter	Slot 592	agrandrb
arlaxfi2	Fighter	Slot 592	agrandbr
arlaxfi3	Fighter	Slot 592	agrandrb
arlaxfi4	Fighter	Slot 592	agrandbr
arlaxfi5	Fighter	Slot 592	agrandsw
arlaxg1	City Guard	Slot 592	agrandrb
arlaxg2	City Guard	Slot 592	agrandbr
arlaxg3	City Guard	Slot 592	agrandrb
arlaxg4	City Guard	Slot 592	agrandrb
arlaxg5	City Guard	Slot 592	agrandbr
arlaxgc	City Guard Captain	Slot 592	agrandbr
arlaxma1	Mage	Slot 600	agrandbr
arlaxma2	Mage	Slot 600	agrandbr
arlaxma3	Mage	Slot 600	agrandrb
arlaxma4	Mage	Slot 600	agrandbr
arlaxma5	Mage	Slot 600	agrandlx
arlaxma7	Mage	Slot 600	agrandrb
arlaxt1	Thief	Slot 592	agrandbr
arlaxt2	Thief	Slot 592	agrandrb
arlaxt3	Thief	Slot 592	agrandrb
arlaxt4	Thief	Slot 592	agrandbr
arlaxt5	Thief	Slot 592	agrandrb
arlaxt6	Thief	Slot 592	agrandrb
arlaxt7	Thief	Slot 592	agrandrp
arled	Arledrian	Slot 608	agrandbr
arlhelm1	Shield Knight	Slot 592	agrandrb
arlsm	Strange Man	Slot 592	agrandrb
arltell	Mage	Slot 592	agrandrb
arlthif1	Thief	Slot 592	agrandbr
arlthif2	Thief	Slot 592	agrandrb
arlthif3	Thief	Slot 592	agrandbr
arlthif4	Thief	Slot 592	agrandbr
arlthif5	Thief	Slot 592	agrandrb
arltrav	Traveller	Slot 592	agrandbr
army01	Orc	Slot 592	agrandrb
arnfgt01	Shadow Thief	Slot 592	agrandbr
arnfgt02	Shadow Thief	Slot 592	agrandrb
arnfgt03	Shadow Thief	Slot 600	agrandbr
arnfgt04	Shadow Thief	Slot 600	agrandbr
arnfgt05	Shadow Thief	Slot 592	agrandrb
arngrl01	Missy	Slot 592	agrandrb
arnman03	Cuchul	Slot 592	agrandrb
arnman04	Mitsu	Slot 592	agrandrb
arnman05	Achon	Slot 592	agrandrb
arnman08	Shadow Thief	Slot 592	agrandbr
arnman09	Shadow Thief	Slot 592	agrandrb
arnman10	Trainee	Slot 584	agrandbr
arnman11	Trainee	Slot 584	agrandsw
arntra01	Trainee	Slot 608	agrandnc
arntra03	Trainee	Slot 600	agrandbr
arntra05	Shadow Thief	Slot 608	agrandbr
arntra06	Shadow Thief	Slot 600	agrandbr
arnwar01	Shadow Thief Archer	Slot 608	agrandsr
arnwar02	Shadow Thief Thug	Slot 600	agrandbr
arnwar03	Shadow Thief	Slot 600	agrandrb
arnwar04	Shadow Thief Footpad	Slot 600	agrandbr
arnwar05	Shadow Thief	Slot 608	agrandrb
arnwar06	Haz	Slot 584	agrandsw
arnwar07	Dedral	Slot 600	agrandbr
arnwar08	Tizzak	Slot 600	agrandbr
arnwar09	Shadow Thief	Slot 600	agrandrb
arnwar10	Priest of Mask	Slot 592	agrandrb
arundel	Arundel	Slot 592	agrandbr
arundeld	Arundel	Slot 592	agrandbr
arvor	Celestial Fire	Slot 592	agrandrb
asham	Ashamael	Slot 600	agrandrb
assagrd1	Kalvassa Guard	Slot 592	agrandrb
assagrd2	Kalvassa Guard	Slot 592	agrandbr
assagrd3	Kalvassa Guard	Slot 600	agrandrb
assagrd4	Kalvassa Guard	Slot 600	agrandbr
assagrd5	Kalvassa Guard	Slot 600	agrandbr
assagrd6	Kalvassa Guard	Slot 600	agrandbr
athach	Athach	Slot 592	agrandbr
auberon	Duke Duvaine	Slot 600	agrandsw
aufi1	Human Fighter	Slot 592	agrandrb
aufi2	Human Fighter	Slot 592	agrandsh
aufi3	Fighter	Slot 592	agrandbr
aufi4	Fighter	Slot 592	agrandbr
avarice	Warder	Slot 592	agrandlx
avaun11	Avaunis Adelez	Slot 592	agrandbr
avaun13	Avaunis Adelez	Slot 592	agrandrb
avaun9	Avaunis Adelez	Slot 592	agrandrb
avbatt02	Avrabar	Slot 600	agrandrb
avenger	Grog	Slot 592	agrandrb
avrabatt	Avrabar	Slot 600	agrandbr
avracut1	Avrabar	Slot 600	agrandbr
b!aidan	Aidan	Slot 600	agrandrb
b!bertra	Bertram	Slot 592	agrandbr
b!gustav	Gustav	Slot 600	agrandbr
b!jolun	Jolun	Slot 592	agrandbr
b!laran	Laran	Slot 592	agrandrb
b!penny	Penny	Slot 600	agrandbr
b!reed	Reed	Slot 592	agrandbr
b!thug1	Plato	Slot 600	agrandrb
b!thug2	Crusher	Slot 600	agrandrb
b!thug3	Spike	Slot 600	agrandbr
b!valer	Valeria	Slot 592	agrandrb
b#ist	Lolth's Vengance	Slot 592	agrandbr
b#kisfit	Fighter	Slot 600	agrandsw
b#kisthf	Thief	Slot 600	agrandrb
b#kiswiz	Mage	Slot 600	agrandrb
b#knit01	Lord Samildanach	Slot 592	agrandrb
b#knit02	Pateus Cairbre	Slot 592	agrandrb
b#knit03	Bersis	Slot 592	agrandbr
b#knit04	Bodarch	Slot 592	agrandbr
b#knit05	Cantaray	Slot 592	agrandrg
b#knit06	Edrin	Slot 592	agrandrb
b#knit07	Jonan	Slot 592	agrandbr
b#knit08	Keristae	Slot 592	agrandbr
b#lich01	Lich	Slot 584	agrandbr
b#lich02	Lich	Slot 584	agrandbr
b#pdad	Walter Pooky	Slot 592	agrandbr
b#pmom	Martha Pooky	Slot 592	agrandrb
b#roen02	Roenall Archer	Slot 592	agrandbr
b#roen03	Roenall Archer	Slot 592	agrandbr
b#roen04	Roenall Arch-mage	Slot 592	agrandbr
b#roen05	Roenall Fighter-Thief	Slot 592	agrandrb
b#roen06	Roenall Elite	Slot 592	agrandbr
b#roen07	Roenall Elite	Slot 592	agrandbr
b#semaj	Semaj	Slot 592	agrandrb
b#tamoko	Tamoko	Slot 592	agrandrb
b#tazok	Tazok	Slot 592	agrandrb
babi	Green Abishai	Slot 592	agrandcl
badluck	Jariel	Slot 592	agrandea
balelit1	Adherent	Slot 584	agrandrb
balelit2	Adherent	Slot 584	agrandbr
balelit3	Adherent	Slot 584	agrandrb
balelit4	Adherent	Slot 584	agrandrb
balelite	Monk	Slot 584	agrandrb
balth	Balthazar	Slot 592	agrandbr
bamng01	Amnish Guard	Slot 600	agrandcl
bamng02	Amnish Guard	Slot 600	agrandrb
banco	Banco	Slot 584	agrandsw
bandit2	Bandit	Slot 600	agrandbr
baninvi	Barl	Slot 592	agrandbr
banshe01	Banshee	Slot 592	agrandbr
bansumon	Elven Demon	Slot 592	agrandrb
barb1	Barbarian Tribesman	Slot 600	agrandrb
barb2	Barbarian Tribesman	Slot 600	agrandbr
barb3	Ornamus	Slot 600	agrandrb
barb4	Ornamus	Slot 592	agrandea
barbgood	Barbarian Armsman	Slot 592	agrandbr
barbgrd	Barbarian Tribesman	Slot 592	agrandbr
barbgrd2	Barbarian Tribesman	Slot 600	agrandbr
barbheal	Barbarian Healer	Slot 592	agrandbr
barbkin2	King Heafnall	Slot 592	agrandrb
barbking	King Heafnall	Slot 592	agrandrb
barbmess	Barbarian Tribesman	Slot 592	agrandbr
barborn	Ornamus	Slot 592	agrandbr
bargood	Barbarian Armsman	Slot 592	agrandrb
barheal	Barbarian Healer	Slot 592	agrandbr
barkeep	Grisella	Slot 592	agrandrb
barl	Barl	Slot 592	agrandbr
baronp	Baron Ployer	Slot 608	agrandbr
barsail1	Sailor	Slot 592	agrandrb
barsail2	Sailor	Slot 592	agrandbr
bartlemy	Bartlemy	Slot 600	agrandrb
basgrt01	Greater Basilisk	Slot 592	agrandrb
basill	Basilisk	Slot 592	agrandrb
basles01	Lesser Basilisk	Slot 592	agrandrb
batmage1	Battle Mage	Slot 592	agrandrb
batmage2	Battle Mage	Slot 592	agrandbr
baurian	Baurian Arathor	Slot 592	agrandbr
baurian2	Baurian Arathor	Slot 592	agrandrb
bazdra01	Draconis	Slot 592	agrandsw
bazdra02	Draconis	Slot 592	agrandbr
bazdra03	Fll'Yissetat	Slot 608	agrandrb
bazeye01	Iycanth the Mad	Slot 592	agrandbr
bazeye02	Iycanth the Mad	Slot 584	agrandbr
bazgau01	Gauth	Slot 600	agrandrb
bazliz01	Lizard Man Shaman	Slot 584	agrandlx
bazliz02	Lizard Man Shaman	Slot 584	agrandbr
bazliz03	Lizard Man	Slot 584	agrandbr
bazliz04	Lizard Man Captain	Slot 584	agrandrb
bazmonk	Monk	Slot 592	agrandrb
bazpat01	Bondari	Slot 600	agrandbr
bazpat02	Nanoc the Barbarian	Slot 600	agrandnc
bazpat03	Tim Goldenhand	Slot 600	agrandrb
bbruno	Bruno Bernardi	Slot 592	agrandrb
bdbart01	Samuel Thunderburp	Slot 592	agrandrb
bdcoun03	Bodyguard	Slot 592	agrandrb
bdock1	Dockhand Ogre	Slot 592	agrandbr
bdock2	Dockhand Ogre	Slot 592	agrandrb
bdprst01	Shvanana	Slot 600	agrandrb
bdturm01	Turmish Leader	Slot 600	agrandbr
bdturm02	Turmish Thief	Slot 592	agrandbr
bdturm03	Turmish Sorceress	Slot 600	agrandbr
bdturm04	Turmish Thug	Slot 600	agrandbr
beast	Beastmaster	Slot 584	agrandbr
beeloo	Beeloo Jansen	Slot 608	agrandrb
behdir01	Director	Slot 592	agrandrb
beheld01	Elder Orb	Slot 592	agrandbr
behgas01	Gas Spore	Slot 592	agrandbr
behgau01	Gauth	Slot 592	agrandrb
behhiv01	Hive Mother	Slot 592	agrandbr
behobs01	Beholder	Slot 592	agrandrb
behold01	Beholder	Slot 592	agrandbr
behspe01	Beholder	Slot 592	agrandbr
behspy01	Gauth	Slot 600	agrandrb
behspy02	Gauth	Slot 600	agrandea
behspy03	Gauth	Slot 600	agrandbr
behund01	Death Tyrant	Slot 592	agrandbr
beleth	Beleth	Slot 592	agrandrb
belmin	Belmin Gergas	Slot 592	agrandrg
beltbrd	Belt	Slot 600	agrandrb
bendalis	Bendalis	Slot 592	agrandnc
bentha	Bentha	Slot 592	agrandbr
berinvar	Berinvar	Slot 592	agrandrb
berkref	Zorl	Slot 600	agrandbr
bernard	Bernard	Slot 584	agrandbr
besamen	Besamen	Slot 600	agrandbr
bgbishop	Bishop	Slot 608	agrandbr
bgctboss	Amroch	Slot 600	agrandsr
bggard1	Riatavin Soldier	Slot 592	agrandbr
bghq1	Laelbor	Slot 600	agrandrb
bghq2	Dilfin	Slot 600	agrandrb
bghq3	Redandon	Slot 592	agrandrb
bgigibb	Gibberling	Slot 592	agrandrb
bgknigh1	Ghost Knight	Slot 592	agrandrb
bgpawn	Pawn	Slot 584	agrandrg
bgrape01	Prison Guard	Slot 592	agrandbr
bgrape02	Prison Guard	Slot 592	agrandbr
bgrook	Rook	Slot 592	agrandrb
bgsavior	Araphor Carvel	Slot 592	agrandrb
bgsell1	Black Market Thief	Slot 600	agrandbr
bgsell2	Black Market Thief	Slot 600	agrandbr
bgsh01	Soldier	Slot 600	agrandbr
bgsh02	Soldier	Slot 608	agrandcl
bgsh03	Soldier	Slot 600	agrandrb
bgsh04	Soldier	Slot 600	agrandrb
bgsh05	Sir Mardus	Slot 608	agrandrb
bgsh06	Soldier	Slot 600	agrandbr
bgsh07	Soldier	Slot 608	agrandbr
bgshbad1	Soldier	Slot 600	agrandrb
bgshbad2	Soldier	Slot 600	agrandrb
bgshbad3	Soldier	Slot 600	agrandrb
bgshbad4	Soldier	Slot 600	agrandbr
bgshbad5	Soldier	Slot 600	agrandbr
bgshbad6	Soldier	Slot 600	agrandnc
bgshboss	Amroch	Slot 600	agrandrb
bgtazok	Tazok	Slot 584	agrandrb
bguard1	Guard	Slot 600	agrandrb
bhaal01	Bhaal	Slot 592	agrandrb
bhalf1	Stivan the Hunter	Slot 592	agrandrb
bhalton	Alton	Slot 600	agrandbr
bharmax	Armax	Slot 592	agrandbr
bharrnes	Mayor Arrness	Slot 600	agrandbr
bhascue	Ascue	Slot 608	agrandbr
bhbandt1	Bandit	Slot 600	agrandbr
bhbandt2	Bandit	Slot 600	agrandrb
bhbandt3	Bandit	Slot 608	agrandrb
bhbasmar	Basmar	Slot 600	agrandrb
bhbbob	Sir BillyBob	Slot 592	agrandbr
bhbeshka	Beshkar	Slot 600	agrandbr
bhbomarc	Bomarc	Slot 600	agrandbr
bhcleri2	Acolyte	Slot 592	agrandbr
bhelal	Bhelal	Slot 600	agrandbr
bhelm	Guardian Vottnar	Slot 600	agrandbr
bheye	Unseeing Eye	Slot 592	agrandrb
bhgaal01	Elite Guard	Slot 608	agrandlx
bhgelliu	Gellius	Slot 584	agrandrb
bhgelpas	Gelpas	Slot 608	agrandrb
bhghoul1	Ghoul	Slot 600	agrandbr
bhghoul2	Ghast	Slot 584	agrandrb
bhghoul3	Zombie	Slot 592	agrandbr
bhghoul4	Ghast	Slot 584	agrandrb
bhghoul5	Zombie	Slot 592	agrandbr
bhgilmi	Gilmi	Slot 592	agrandbr
bhglami	Glami	Slot 600	agrandnc
bhgorhrg	Gorharg	Slot 600	agrandbr
bhgrelu1	Baron Grellus	Slot 592	agrandsr
bhgrelus	Baron Grellus	Slot 600	agrandbr
bhgskel	Skeleton	Slot 592	agrandrb
bhguard	Elite Guard	Slot 600	agrandbr
bhguard2	Elite Guard	Slot 600	agrandrb
bhguarde	Guard Enforcer	Slot 600	agrandrb
bhguardg	Guard	Slot 600	agrandbr
bhguild1	Assassin Apprentice	Slot 600	agrandrb
bhholga	Holga	Slot 600	agrandbr
bhkrak	Krak	Slot 600	agrandbr
bhkrelus	Krellus	Slot 592	agrandbr
bhlocida	Locinda	Slot 592	agrandbr
bhlothar	Lothar	Slot 600	agrandrb
bhmartin	Martin	Slot 592	agrandbr
bhogre	Ogre	Slot 592	agrandbr
bhoguard	Orc Guard	Slot 600	agrandbr
bhoisig	High Watcher Oisig	Slot 600	agrandrb
bholieut	Orc Lieutenant	Slot 608	agrandrb
bhorc01	Orc	Slot 592	agrandbr
bhorc01d	Orc	Slot 592	agrandrb
bhorc03	Orc Leader	Slot 592	agrandrg
bhoscar	Oscar	Slot 600	agrandrb
bhpell	Pelltar	Slot 600	agrandbr
bhphilma	Philmar	Slot 600	agrandbr
bhpriska	Priska	Slot 584	agrandbr
bhqual	Qualton	Slot 600	agrandrb
bhravela	Ravella	Slot 608	agrandlx
bhrgslep	Guard	Slot 608	agrandbr
bhrguard	Guard	Slot 608	agrandbr
bhrogan	Rogan	Slot 600	agrandbr
bhsangst	Sangster	Slot 608	agrandrb
bhsharg1	Mercenary	Slot 592	agrandnc
bhsharg2	Mercenary	Slot 600	agrandbr
bhsharg3	Mercenary	Slot 600	agrandrb
bhshargr	Shargrailar	Slot 600	agrandbr
bhsirius	Sirius	Slot 600	agrandrb
bhtelli1	Unknown Attacker	Slot 584	agrandrb
bhtellis	Tellish	Slot 608	agrandsh
bhtelv	Telvar	Slot 600	agrandbr
bhthief	Rogue	Slot 600	agrandbr
bhthief1	Rogue	Slot 608	agrandbr
bhvolcfr	Volcifar	Slot 592	agrandbr
bhwatchr	Watcher	Slot 592	agrandbr
bhwelcar	Welcar	Slot 584	agrandrb
bhwraith	Wraith	Slot 592	agrandrb
bhzahr	Zahrdahl	Slot 592	agrandbr
bishop	Bishop	Slot 584	agrandrb
bishop1	Bishop	Slot 584	agrandrp
bjorn	Bjorn	Slot 592	agrandbr
blackl	Black Lily	Slot 592	agrandbr
blood01	Barbazu	Slot 584	agrandea
blood01x	Barbazu	Slot 600	agrandrb
blood02	Amnizu Wizard	Slot 584	agrandsw
blood02x	Amnizu Wizard	Slot 600	agrandbr
bmerch1	Qadeel	Slot 592	agrandnc
bmthief	Marina	Slot 600	agrandea
bmugg1	Mugger	Slot 584	agrandrb
bodfgt03	Guild Contact	Slot 592	agrandrb
bodhi	Bodhi	Slot 584	agrandbr
bodhi2	Bodhi	Slot 600	agrandbr
bodhiamb	Bodhi	Slot 592	agrandrb
bodtan	Tanova	Slot 592	agrandbr
bodvam01	Durst	Slot 600	agrandbr
bodvam02	Gellal	Slot 600	agrandrb
bogre1	Ogre	Slot 584	agrandbr
booter	Booter	Slot 600	agrandea
booter02	Booter	Slot 592	agrandrb
borinall	Borinall	Slot 600	agrandbr
bounha02	Bounty Hunter	Slot 592	agrandsw
bounha03	Bounty Hunter	Slot 592	agrandrb
bounha04	Bounty Hunter	Slot 592	agrandbr
bpbounty	Thief	Slot 592	agrandbr
bpdragtp	Tapanasacar	Slot 592	agrandbr
bpdrfm10	Drow Leader	Slot 592	agrandbr
bpdrgbrn	Dragon	Slot 592	agrandrb
bpdric01	Drider Cleric	Slot 592	agrandbr
bpdrif01	Drider Fighter	Slot 584	agrandrb
bpdrif02	Drider Fighter	Slot 584	agrandrb
bpdrifm1	Drider Wizard	Slot 592	agrandrb
bpdrpr18	Drow Priestess	Slot 592	agrandbr
bpdru10a	Shadow Druid	Slot 608	agrandrb
bpdru8a	Shadow Druid	Slot 608	agrandbr
bpdru8b	Shadow Druid	Slot 608	agrandsh
bpdru8ba	Shadow Druid	Slot 608	agrandrb
bpdrudt1	Cleric / Thief	Slot 608	agrandrb
bpdrufg1	Fighter / Druid	Slot 608	agrandrb
bpdrufg2	Fighter	Slot 600	agrandbr
bpdrumg1	Mage	Slot 608	agrandrp
bpdrwa08	Drow Warrior	Slot 592	agrandlx
bpdrwa09	Drow	Slot 584	agrandrb
bpdrwz10	Drow Wizard	Slot 584	agrandrb
bpdrwz20	Drow Wizard	Slot 600	agrandrb
bpghast	Greater Ghast	Slot 592	agrandrb
bpkobwit	Kobold Witch Doctor	Slot 600	agrandbr
bpkuoarc	Kuo-Toan Archer	Slot 592	agrandrb
bpkuopre	Kuo-Toa Priest	Slot 600	agrandsh
bpotyugh	Pyro-Tyugh	Slot 592	agrandrb
bpraksha	Rakshasa	Slot 600	agrandrb
bpsahugi	Sahuagin	Slot 592	agrandbr
bpsdwfgt	Shadow Thief	Slot 592	agrandrb
bpsdwfth	Shadow Thief	Slot 592	agrandbr
bpsfgtmg	Shadow Thief	Slot 600	agrandbr
bpsfight	Shadow Thief	Slot 592	agrandrb
bpskelar	Skeleton Archer	Slot 592	agrandbr
bpskully	Skullen Crossbones	Slot 592	agrandrb
bpskuly2	Skullen Crossbones	Slot 592	agrandbr
bpsold01	Amnish Legionary	Slot 592	agrandbr
bpsthef1	Shadow Thief	Slot 592	agrandbr
bpsthef2	Shadow Thief	Slot 592	agrandbr
bpsthef3	Shadow Thief	Slot 592	agrandrb
